train_loss,valid_loss,train_precision,valid_precision,roc_auc_train,roc_auc_valid
0.0915,2.1849,0.2760,0.0972,0.9766,0.5847
0.0851,2.1806,0.2858,0.0992,0.9774,0.5874
0.0850,2.2013,0.2866,0.1058,0.9772,0.5888
0.0816,2.2004,0.3008,0.1054,0.9781,0.5898
0.0766,2.1855,0.3038,0.1074,0.9786,0.5915
0.0754,2.1894,0.3200,0.1082,0.9790,0.5894
0.0757,2.1951,0.3316,0.1040,0.9790,0.5892
0.0725,2.1761,0.3294,0.1080,0.9806,0.5938
0.0735,2.1840,0.3542,0.1072,0.9809,0.5915
0.0696,2.1749,0.3632,0.1074,0.9815,0.5939
0.0672,2.1615,0.3628,0.1126,0.9817,0.5954
0.0771,2.1760,0.3744,0.1116,0.9819,0.5962
0.0695,2.1545,0.3806,0.1120,0.9822,0.5974
0.0657,2.1613,0.3978,0.1078,0.9809,0.5957
0.0681,2.1616,0.3992,0.1110,0.9821,0.5976
0.0678,2.1445,0.4112,0.1130,0.9833,0.5980
0.0630,2.1474,0.4080,0.1168,0.9830,0.5996
0.0671,2.1769,0.4290,0.1058,0.9824,0.5985
0.0658,2.1280,0.4374,0.1106,0.9838,0.6008
0.0594,2.1358,0.4490,0.1158,0.9842,0.5996
0.0630,2.1297,0.4556,0.1102,0.9845,0.5994
0.0599,2.1385,0.4478,0.1196,0.9845,0.6024
0.0576,2.1266,0.4750,0.1152,0.9847,0.6015
0.0594,2.1227,0.4910,0.1244,0.9856,0.6028
0.0609,2.1166,0.4808,0.1238,0.9852,0.6038
0.0578,2.1238,0.4744,0.1278,0.9848,0.6051
0.0612,2.1181,0.4822,0.1198,0.9850,0.6042
0.0579,2.1223,0.5056,0.1166,0.9857,0.6043
0.0603,2.1061,0.4894,0.1234,0.9852,0.6070
0.0550,2.1083,0.5228,0.1192,0.9864,0.6062
0.0551,2.0768,0.5284,0.1204,0.9868,0.6080
0.0549,2.1107,0.5256,0.1262,0.9858,0.6077
0.0579,2.0866,0.5358,0.1136,0.9865,0.6073
0.0573,2.0695,0.5388,0.1258,0.9869,0.6102
0.0536,2.1325,0.5498,0.1186,0.9855,0.6049
0.0555,2.1162,0.5360,0.1226,0.9852,0.6080
0.0541,2.1049,0.5452,0.1244,0.9865,0.6095
0.0532,2.1194,0.5538,0.1292,0.9860,0.6079
0.0549,2.0939,0.5478,0.1258,0.9867,0.6103
0.0547,2.1224,0.5478,0.1286,0.9862,0.6089
0.0541,2.1208,0.5598,0.1202,0.9864,0.6081
0.0525,2.0920,0.5614,0.1214,0.9872,0.6105
0.0493,2.0904,0.5676,0.1268,0.9875,0.6116
0.0481,2.0908,0.5556,0.1318,0.9873,0.6122
0.0540,2.0884,0.5892,0.1346,0.9877,0.6104
0.0521,2.0670,0.5812,0.1358,0.9878,0.6135
0.0528,2.0803,0.5878,0.1366,0.9879,0.6140
0.0526,2.0808,0.5830,0.1320,0.9873,0.6134
